SHMS001,1,0
SHMS002,0,0
SHMS003,0,0
SHMS004,0,0
SHMS005,1,0
SHMS006,0,0
SHMS007,1,0
SHMS008,1,0
SHMS009,0,0
SHMS010,1,0
SHMS011,1,0
SHMS012,0,0
SHMS013,1,0
SHMS014,0,0
SHMS015,0,0
SHMS016,1,0
SHMS017,0,0
SHMS018,0,0
SHMS019,0,0
SHMS020,0,0
SHMS021,0,0
SHMS022,0,0
SHMS023,0,0
SHMS024,0,0
SHMS025,0,0
SHMS026,0,0
SHMS027,0,0
SHMS028,0,0
SHMS029,0,0
SHMS030,1,0
SHMS031,1,0
SHMS032,0,0
SHMS033,0,0
SHMS034,0,0
SHMS035,0,0
SHMS036,1,0
SHMS037,1,0
SHMS038,1,0
SHMS039,0,0
SHMS040,1,0
SHMS041,0,0
SHMS042,0,0
SHMS043,1,0
SHMS044,0,0
SHMS045,0,0
SHMS046,1,0
SHMS047,1,0
SHMS048,0,0
SHMS049,0,1
SHMS050,0,0
SHMS051,0,0
SHMS052,0,0
SHMS053,0,0
SHMS054,0,0
SHMS055,0,0
SHMS056,0,0
SHMS057,1,0
SHMS058,0,0
SHMS059,0,0
SHMS060,0,0
SHMS061,1,0
SHMS062,1,0
SHMS063,1,0
SHMS064,1,0
SHMS065,1,0
SHMS066,1,0
SHMS067,1,0
SHMS068,1,0
SHMS069,0,0
SHMS070,1,0
SHMS071,0,0
SHMS072,0,0
SHMS073,0,0
SHMS074,0,0
SHMS075,0,0
SHMS076,0,0
SHMS077,0,0
SHMS078,0,0
SHMS079,0,0
SHMS080,0,0
SHMS081,0,0
SHMS082,0,0
SHMS083,0,0
SHMS084,0,0
SHMS085,1,0
SHMS086,0,0
SHMS087,0,0
SHMS088,1,0
SHMS089,0,0
SHMS090,0,0
SHMS091,1,0
SHMS092,0,0
SHMS093,0,0
SHMS094,0,0
SHMS095,1,0
SHMS096,0,0
SHMS097,1,0
SHMS098,0,0
SHMS099,0,0
SHMS100,0,0
SHMS101,0,0
SHMS102,0,0
SHMS103,0,0
SHMS104,0,0
SHMS105,0,0
SHMS106,0,0
SHMS107,0,0
SHMS108,0,0
SHMS109,0,0
SHMS110,0,0
SHMS111,0,0
SHMS112,0,0
SHMS113,0,0
SHMS114,0,0
SHMS115,1,0
SHMS116,0,0
SHMS117,0,0
SHMS118,0,0
SHMS119,0,0
SHMS120,0,0
SHMS121,0,0
SHMS122,0,0
SHMS123,0,0
SHMS124,0,0
SHMS125,0,0
SHMS126,0,0
SHMS127,1,0
SHMS128,0,0
SHMS129,0,0
SHMS130,0,0
SHMS131,0,0
SHMS132,0,0
SHMS133,1,0
SHMS134,0,0
SHMS135,0,0
SHMS136,0,0
SHMS137,0,0
SHMS138,0,0
SHMS139,1,0
SHMS140,0,0
SHMS141,0,0
SHMS142,0,0
SHMS143,1,0
SHMS144,0,0
SHMS145,0,0
SHMS146,0,0
SHMS147,0,0
SHMS148,0,0
SHMS149,0,0
SHMS150,0,0
SHMS151,0,0
SHMS152,0,0
SHMS153,0,0
SHMS154,0,0
SHMS331,0,0
SHMS155,0,0
SHMS156,0,0
SHMS157,0,0
SHMS158,0,0
SHMS159,0,0
SHMS160,0,0
SHMS161,0,0
SHMS162,0,0
SHMS163,0,0
SHMS164,0,0
SHMS165,0,0
SHMS166,0,0
SHMS167,0,0
SHMS168,0,0
SHMS169,1,0
SHMS170,1,0
SHMS171,0,0
SHMS172,1,0
SHMS173,0,0
SHMS174,0,0
SHMS175,0,0
SHMS176,1,0
SHMS177,0,0
SHMS178,0,0
SHMS179,0,0
SHMS180,0,0
SHMS181,0,0
SHMS182,0,0
SHMS183,0,0
SHMS184,0,0
SHMS185,0,0
SHMS186,0,0
SHMS187,0,0
SHMS188,0,0
SHMS189,0,0
SHMS190,0,0
SHMS191,0,0
SHMS192,0,0
SHMS193,0,0
SHMS194,0,0
SHMS195,0,0
SHMS196,0,0
SHMS197,0,0
SHMS198,0,0
SHMS199,0,0
SHMS200,0,0
SHMS201,0,0
SHMS202,0,0
SHMS203,0,0
SHMS204,0,0
SHMS205,0,0
SHMS206,0,0
SHMS207,0,0
SHMS208,0,0
SHMS209,0,0
SHMS210,0,0
SHMS211,0,0
SHMS212,0,0
SHMS213,0,0
SHMS214,0,0
SHMS215,1,0
SHMS216,0,0
SHMS217,0,0
SHMS218,0,0
SHMS219,1,0
SHMS220,0,0
SHMS221,0,0
SHMS222,0,0
SHMS223,0,1
SHMS224,0,0
SHMS225,0,0
SHMS226,0,0
SHMS227,0,0
SHMS228,0,0
SHMS229,1,0
SHMS230,0,0
SHMS231,0,0
SHMS232,0,0
SHMS233,0,0
SHMS234,0,0
SHMS235,0,0
SHMS236,0,0
SHMS237,0,0
SHMS238,0,0
SHMS239,0,0
SHMS240,0,0
SHMS241,0,0
SHMS242,0,0
SHMS243,0,0
SHMS244,0,0
SHMS245,0,0
SHMS246,0,0
SHMS247,0,0
SHMS248,0,1
SHMS249,0,0
SHMS250,0,0
SHMS251,0,0
SHMS252,0,0
SHMS253,0,0
SHMS254,0,0
SHMS255,0,0
SHMS256,0,0
SHMS257,0,0
SHMS258,0,0
SHMS259,0,0
SHMS260,0,0
SHMS261,0,0
SHMS262,0,0
SHMS263,0,0
SHMS264,0,0
SHMS265,0,0
SHMS266,0,0
SHMS267,0,0
SHMS268,0,0
SHMS269,0,0
SHMS270,0,0
SHMS271,0,0
SHMS272,0,0
SHMS273,0,0
SHMS274,0,0
SHMS275,0,0
SHMS276,0,0
SHMS277,0,0
SHMS278,0,0
SHMS279,0,0
SHMS280,0,0
SHMS281,0,0
SHMS282,0,0
SHMS283,0,0
SHMS284,0,0
SHMS285,0,0
SHMS286,0,0
SHMS287,0,0
SHMS288,0,0
SHMS289,0,0
SHMS290,0,0
SHMS291,0,0
SHMS292,0,0
SHMS293,1,0
SHMS294,0,0
SHMS295,0,0
SHMS296,0,0
SHMS297,0,0
SHMS298,0,0
SHMS299,0,0
SHMS300,0,0
SHMS301,0,0
SHMS302,0,0
SHMS303,0,0
SHMS304,0,0
SHMS305,0,0
SHMS306,0,0
SHMS307,0,0
